name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Dyadian Dawn,Heavy Belt,10895.25,18392,10797,1211,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2179.05
Gifts from Above,Diamond Ring,16324.6,29257,16823,1233,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3264.92
Maligaro's Restraint,Chain Belt,11390.8,19792,11203,1173,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2278.16
Pyre,Sapphire Ring,16362.500000000002,23313,13102,1104,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3272.5000000000005
Stormfire,Opal Ring,16090.800000000001,30298,21762,1209,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3218.1600000000003
The Highwayman,Gold Ring,23054.550000000003,45589,33282,1226,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4610.910000000001
Emberwake,Ruby Ring,10273.1,16208,8008,1131,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2054.62
Sunblast,Cloth Belt,8402.55,10736,7878,499,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1680.5099999999998
Bisco's Collar,Gold Amulet,13698.300000000001,15205,15067,401,"{'Standard', 'Hardcore'}",6849.150000000001
Meginord's Girdle,Heavy Belt,23403.350000000002,37586,18927,1251,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4680.67
Perandus Blazon,Cloth Belt,32368.05,50456,21388,1291,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6473.61
Prismweave,Rustic Sash,21143.2,34473,16859,1226,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4228.64
Perquil's Toe,Gold Amulet,11739.95,20927,12907,1225,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2347.9900000000002
Ming's Heart,Amethyst Ring,15406.3,24454,12457,1205,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3081.2599999999998
Willowgift,Jade Amulet,15532.75,29333,20682,1209,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3106.55
Malachai's Artifice,Unset Ring,30689.25,48991,24277,1225,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6137.85
Umbilicus Immortalis,Leather Belt,5913.25,10271,6186,937,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1182.65
Wurm's Molt,Leather Belt,34608.9,56696,29482,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6921.780000000001
Hyrri's Truth,Jade Amulet,22954.45,45271,32692,1239,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4590.89
Warped Timepiece,Turquoise Amulet,19228.95,36012,24488,1219,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3845.79
Rigwald's Curse,Wereclaw Talisman,7923.45,13017,7245,1085,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1584.69
Soulthirst,Cloth Belt,7884.700000000001,12471,6143,956,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1576.94
The Ascetic,Gold Amulet,5050.6,5605,5521,401,"{'Standard', 'Hardcore'}",2525.3
Soul Tether,Cloth Belt,7586.85,12168,6249,1015,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1517.3700000000001
Pyroshock Clasp,Leather Belt,14612.800000000001,29623,22257,1213,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2922.5600000000004
Essence Worm,Unset Ring,20562.9,35490,20641,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4112.58
Le Heup of All,Iron Ring,31919.0,55603,31986,1256,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6383.8
Replica Hyrri's Truth,Jade Amulet,1759.5,2711,1304,329,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",439.875
Thief's Torment,Prismatic Ring,27189.300000000003,44811,20907,1296,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5437.860000000001
Chain of Endurance,Chain Belt,11809.8,23697,16406,1209,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2361.96
Siegebreaker,Heavy Belt,17186.4,33460,23627,1226,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3437.28
Auxium,Crystal Belt,7127.8,12993,8683,1080,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1425.56
Icefang Orbit,Iron Ring,13992.6,26976,18353,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2798.52
The Druggery,Cloth Belt,14136.2,28023,20239,1217,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2827.2400000000002
Ascent From Flesh,Chain Belt,10604.4,19540,12169,1256,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2120.88
Ventor's Gamble,Gold Ring,174433.65,313556,211060,1251,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",34886.729999999996
Natural Hierarchy,Rotfeather Talisman,16852.35,32053,22214,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3370.47
Voideye,Unset Ring,16841.9,31486,20512,1239,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3368.38
Mark of Submission,Unset Ring,19591.700000000004,37687,26776,1252,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3918.340000000001
Venopuncture,Iron Ring,13803.85,26894,18639,1228,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2760.77
Bloodsoaked Medallion,Amber Amulet,14695.150000000001,30323,22942,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2939.03
Grattus Signet,Diamond Ring,12317.2,26075,18399,1064,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2463.44
The Anvil,Amber Amulet,27698.4,46586,26427,1226,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5539.68
Daresso's Salute,Citrine Amulet,24163.0,42157,23721,1251,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4832.6
Death Rush,Amethyst Ring,11253.45,17171,8554,987,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2250.69
The Warden's Brand,Iron Ring,17021.6,30641,18325,1235,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3404.3199999999997
Ceinture of Benevolence,Cloth Belt,9998.3,21018,16157,1090,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1999.6599999999999
Replica Hinekora's Sight,Onyx Amulet,2113.75,4626,4050,339,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",422.75
Dream Fragments,Sapphire Ring,10348.25,15928,7437,1124,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2069.65
Doedre's Damning,Paua Ring,20347.75,35961,21125,1245,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4069.55
Tasalio's Sign,Sapphire Ring,18756.949999999997,35682,23876,1227,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3751.3899999999994
The Ephemeral Bond,Lapis Amulet,18456.3,38632,31559,1211,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3691.2599999999998
Blightwell,Clutching Talisman,16728.7,31434,21060,1230,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3345.7400000000002
Romira's Banquet,Diamond Ring,16708.85,27667,14334,1227,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3341.7699999999995
Victario's Acuity,Turquoise Amulet,23175.050000000003,44820,30377,1252,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4635.01
Leash of Oblation,Leather Belt,5855.9,10530,6880,920,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1171.1799999999998
Honoured Alliance,Coral Ring,576.8000000000001,640,632,113,"{'Standard', 'Hardcore'}",288.40000000000003
Berek's Grip,Two-Stone Ring,28197.0,55197,39757,1241,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5639.4
Bear's Girdle,Leather Belt,3889.75,7336,5362,616,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",777.95
Praxis,Paua Ring,30383.95,50457,26336,1252,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6076.79
Storm Secret,Topaz Ring,21823.8,41796,29370,1218,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4364.76
Soulbound,Paua Ring,11662.25,23903,17587,1217,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2332.45
Sidhebreath,Paua Amulet,33519.350000000006,55715,29827,1257,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6703.870000000001
Araku Tiki,Coral Amulet,24965.35,36657,17978,1241,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4993.07
Belt of the Deceiver,Heavy Belt,27535.0,43654,21618,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5507.0
Timeclasp,Moonstone Ring,28419.95,48049,27395,1238,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5683.99
The Primordial Chain,Coral Amulet,14809.7,25889,14242,1249,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2961.94
Immortal Flesh,Leather Belt,40913.850000000006,76253,52089,1282,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",8182.770000000001
Tear of Purity,Lapis Amulet,22970.2,43438,28103,1257,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4594.04
Retaliation Charm,Citrine Amulet,15865.150000000001,28824,17877,1224,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3173.03
Berek's Pass,Two-Stone Ring,27567.15,51186,34198,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5513.43
Valako's Sign,Topaz Ring,15881.45,32238,23928,1228,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3176.29
Gluttony,Leather Belt,17009.950000000004,31292,20487,1206,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3401.9900000000007
Mother's Embrace,Heavy Belt,6704.15,13879,11080,1065,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1340.83
Replica Dragonfang's Flight,Onyx Amulet,71144.05,143594,114654,1214,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",14228.810000000001
Feastbind,Rustic Sash,13573.0,25244,15175,1234,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2714.6
Heartbound Loop,Moonstone Ring,27135.05,45866,26110,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5427.01
Shaper's Seed,Agate Amulet,24070.75,40988,23458,1217,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4814.15
Tawhanuku's Timing,Moonstone Ring,17740.65,38921,32046,1227,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3548.13
Night's Hold,Black Maw Talisman,14921.6,26525,15933,1229,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2984.32
The Aylardex,Agate Amulet,19847.1,36209,23054,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3969.4199999999996
The Jinxed Juju,Citrine Amulet,10593.400000000001,18445,11771,1205,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2118.6800000000003
Bated Breath,Chain Belt,23613.6,36369,15497,1243,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4722.719999999999
Blackheart,Iron Ring,33925.7,49896,24103,1252,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6785.139999999999
Carnage Heart,Onyx Amulet,39926.0,74856,51894,1228,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",7985.2
Extractor Mentis,Agate Amulet,25888.35,43722,23286,1245,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5177.67
Eye of Chayula,Onyx Amulet,12775.05,19948,9790,1217,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2555.0099999999998
Eye of Innocence,Citrine Amulet,12370.75,23377,16468,1199,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2474.15
Kaom's Sign,Coral Ring,34806.4,48867,25096,1330,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6961.280000000001
Karui Ward,Jade Amulet,36121.05,56791,25901,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",7224.210000000001
Lori's Lantern,Prismatic Ring,24211.5,37661,15828,1252,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4842.3
Mokou's Embrace,Ruby Ring,27321.200000000004,43671,21037,1246,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5464.240000000001
Ngamahu's Sign,Ruby Ring,17189.1,31816,20510,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3437.8199999999997
Snakepit,Sapphire Ring,8310.800000000001,14063,8306,1128,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1662.1600000000003
Stone of Lazhwar,Lapis Amulet,28199.050000000003,48218,27372,1239,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5639.81
The Ignomon,Gold Amulet,26421.35,39324,18856,1235,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5284.2699999999995
Valyrium,Moonstone Ring,21155.6,40501,28073,1235,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4231.12
Winterheart,Gold Amulet,19227.15,32232,16840,1233,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3845.4300000000003
Yoke of Suffering,Onyx Amulet,10429.9,18308,12088,815,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2607.475
Darkness Enthroned,Stygian Vise,21381.25,36225,22305,1072,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4276.25
Circle of Nostalgia,Amethyst Ring,70784.6,141880,113187,1197,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",17696.15
Ikiaho's Promise,Coral Amulet,9627.3,20227,14997,1098,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1925.4599999999998
Nevalius Inheritance,Cloth Belt,3707.0,8012,6371,752,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",741.4
Static Electricity,Viridian Jewel,5024.0,5571,5470,248,"{'Standard', 'Hardcore'}",2512.0
Intuitive Leap,Viridian Jewel,12194.699999999999,17461,10305,834,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3048.6749999999997
Ambition,Vaal Aspect,1406.6,2007,1202,267,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",351.65
Rolling Flames,Cobalt Jewel,10544.0,11697,11530,400,"{'Standard', 'Hardcore'}",5272.0
Spire of Stone,Crimson Jewel,4708.5,5221,5125,241,"{'Standard', 'Hardcore'}",2354.25
Unstable Payload,Cobalt Jewel,4126.8,4578,4512,243,"{'Standard', 'Hardcore'}",2063.4
Combat Focus,Crimson Jewel,4462.25,5050,4833,319,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",892.45
Quickening Covenant,Viridian Jewel,5037.0,7968,4255,530,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1259.25
Lord of Steel,Viridian Jewel,12202.6,13548,13454,406,"{'Standard', 'Hardcore'}",6101.3
Blood Sacrifice,Crimson Jewel,5172.900000000001,5735,5621,297,"{'Standard', 'Hardcore'}",2586.4500000000003
Weight of Sin,Viridian Jewel,1964.6000000000001,2177,2124,123,"{'Standard', 'Hardcore'}",982.3000000000001
Hotheaded,Viridian Jewel,4894.5,5433,5385,351,"{'Standard', 'Hardcore'}",2447.25
Survival Secrets,Cobalt Jewel,8568.800000000001,9483,9142,399,"{'Standard', 'Hardcore'}",4284.400000000001
Winter's Bounty,Cobalt Jewel,4765.2,5284,5188,227,"{'Standard', 'Hardcore'}",2382.6
To Dust,Cobalt Jewel,21038.55,39682,29085,1206,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4207.71
The Balance of Terror,Cobalt Jewel,19042.8,38047,30314,944,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",4760.7
Ancient Waystones,Crimson Jewel,1184.2,1313,1288,80,"{'Standard', 'Hardcore'}",592.1
Spirit Guards,Viridian Jewel,4933.2,5471,5378,245,"{'Standard', 'Hardcore'}",2466.6
Primordial Eminence,Viridian Jewel,20748.35,29097,18034,813,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4149.67
Combat Focus,Viridian Jewel,4895.799999999999,5492,5330,334,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1223.9499999999998
Replica Conqueror's Efficiency,Crimson Jewel,2390.3,2654,2637,287,"{'Standard', 'Hardcore'}",1195.15
Unending Hunger,Cobalt Jewel,9507.55,15337,8553,892,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1901.5099999999998
Replica Primordial Might,Crimson Jewel,2053.7,3644,2404,349,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",513.425
Anatomical Knowledge,Cobalt Jewel,6573.900000000001,7298,7241,400,"{'Standard', 'Hardcore'}",3286.9500000000003
Fevered Mind,Cobalt Jewel,8369.95,12421,6685,735,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1673.9900000000002
Ring of Blades,Viridian Jewel,11153.7,12373,12193,400,"{'Standard', 'Hardcore'}",5576.85
Divine Inferno,Crimson Jewel,1847.2,2051,2038,172,"{'Standard', 'Hardcore'}",923.6
Elegant Hubris,Timeless Jewel,250988.35000000003,456675,319398,1199,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",50197.670000000006
Thread of Hope,Crimson Jewel,39609.8,62914,34017,823,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",9902.45
Coated Shrapnel,Crimson Jewel,9258.5,10269,10105,400,"{'Standard', 'Hardcore'}",4629.25
Fight for Survival,Viridian Jewel,9658.0,10712,10540,398,"{'Standard', 'Hardcore'}",4829.0
Pugilist,Viridian Jewel,5121.1,5679,5579,254,"{'Standard', 'Hardcore'}",2560.55
Pure Talent,Viridian Jewel,8018.400000000001,12472,6379,744,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1603.68
Tempered Flesh,Crimson Jewel,5097.900000000001,7129,4403,505,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1274.4750000000001
Replica Fragility,Crimson Jewel,428.20000000000005,748,477,93,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",107.05000000000001
Poacher's Aim,Viridian Jewel,5617.5,6217,5995,339,"{'Standard', 'Hardcore'}",2808.75
Brawn,Crimson Jewel,13533.6,15011,14774,402,"{'Standard', 'Hardcore'}",6766.8
Mutated Growth,Cobalt Jewel,1391.2,1543,1518,97,"{'Standard', 'Hardcore'}",695.6
Sudden Ignition,Viridian Jewel,3781.4,4192,4106,155,"{'Standard', 'Hardcore'}",1890.7
Winter Burial,Crimson Jewel,7769.3,8621,8517,345,"{'Standard', 'Hardcore'}",3884.65
Spreading Rot,Cobalt Jewel,11404.300000000001,12646,12417,403,"{'Standard', 'Hardcore'}",5702.150000000001
Emperor's Cunning,Viridian Jewel,732.3000000000001,873,615,88,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",183.07500000000002
Omen on the Winds,Viridian Jewel,10695.4,11865,11696,400,"{'Standard', 'Hardcore'}",5347.7
Hair Trigger,Viridian Jewel,5188.6,5755,5664,299,"{'Standard', 'Hardcore'}",2594.3
The Vigil,Crimson Jewel,4969.400000000001,5511,5416,296,"{'Standard', 'Hardcore'}",2484.7000000000003
Wildfire,Crimson Jewel,12177.5,13499,13215,401,"{'Standard', 'Hardcore'}",6088.75
Self-Flagellation,Viridian Jewel,16170.100000000002,27566,17042,1201,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3234.0200000000004
Militant Faith,Timeless Jewel,216348.55,395028,277710,1199,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",43269.71
Fortress Covenant,Cobalt Jewel,5287.55,7999,4152,586,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1057.51
Fluid Motion,Viridian Jewel,17770.2,32565,22977,1024,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3554.04
Sacrificial Harvest,Viridian Jewel,2403.4,2664,2606,138,"{'Standard', 'Hardcore'}",1201.7
Hazardous Research,Cobalt Jewel,11826.0,13120,12940,400,"{'Standard', 'Hardcore'}",5913.0
Tempered Spirit,Viridian Jewel,4465.0,6363,3764,431,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1116.25
Energised Armour,Crimson Jewel,16249.25,23972,12985,899,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3249.85
Dead Reckoning,Cobalt Jewel,9550.1,13848,7863,823,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2387.525
Conqueror's Efficiency,Crimson Jewel,12236.1,13548,13119,403,"{'Standard', 'Hardcore'}",6118.05
Inevitability,Cobalt Jewel,10158.300000000001,11269,11107,401,"{'Standard', 'Hardcore'}",5079.150000000001
Tempered Mind,Cobalt Jewel,4872.650000000001,6962,4083,491,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",974.5300000000001
Combat Focus,Cobalt Jewel,4465.75,5120,4758,302,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",893.15
Combustibles,Crimson Jewel,1766.4,1959,1926,100,"{'Standard', 'Hardcore'}",883.2
Apex Mode,Cobalt Jewel,2963.6,4362,2424,369,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",740.9
Careful Planning,Viridian Jewel,19207.800000000003,35604,25485,1166,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",4801.950000000001
Cheap Construction,Viridian Jewel,8643.1,9587,9439,399,"{'Standard', 'Hardcore'}",4321.55
Reckless Defence,Cobalt Jewel,18836.050000000003,35636,26189,1201,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3767.2100000000005
Watcher's Eye,Prismatic Jewel,402492.85,647307,359630,1204,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",80498.56999999999
Grand Spectrum,Cobalt Jewel,8052.75,10061,7932,643,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1610.55
Fragility,Crimson Jewel,13156.449999999999,27530,23006,1206,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2631.29
Atziri's Reign,Crimson Jewel,6960.150000000001,12767,8979,803,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1392.0300000000002
Rain of Splinters,Crimson Jewel,7362.400000000001,9926,6654,543,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1840.6000000000001
Healthy Mind,Cobalt Jewel,12499.349999999999,19203,9592,834,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2499.87
Efficient Training,Crimson Jewel,25955.25,47498,33120,1242,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5191.05
First Snow,Cobalt Jewel,8557.7,9487,9293,400,"{'Standard', 'Hardcore'}",4278.85
Rapid Expansion,Crimson Jewel,9401.2,10424,10228,400,"{'Standard', 'Hardcore'}",4700.6
Assassin's Haste,Cobalt Jewel,9352.5,10353,10005,401,"{'Standard', 'Hardcore'}",4676.25
Conqueror's Longevity,Viridian Jewel,4655.2,5158,5028,227,"{'Standard', 'Hardcore'}",2327.6
Fertile Mind,Cobalt Jewel,25312.700000000004,40503,22011,1209,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5062.540000000001
Fragile Bloom,Crimson Jewel,10391.7,11525,11333,397,"{'Standard', 'Hardcore'}",5195.85
Growing Agony,Viridian Jewel,8516.2,9442,9258,369,"{'Standard', 'Hardcore'}",4258.1
Weight of the Empire,Crimson Jewel,8313.5,9221,9075,357,"{'Standard', 'Hardcore'}",4156.75
Might and Influence,Viridian Jewel,9368.5,10396,10275,399,"{'Standard', 'Hardcore'}",4684.25
Lioneye's Fall,Viridian Jewel,12276.600000000002,17221,10618,789,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3069.1500000000005
