name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Vaal Detonate Dead,Vaal Detonate Dead,8802.75,13943,5732,1183,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1760.55
Vaal Molten Shell,Vaal Molten Shell,7135.9000000000015,10925,2916,1294,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1427.1800000000003
Double Strike,Double Strike,11213.9,17450,5195,1550,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2242.7799999999997
Rain of Arrows,Rain of Arrows,10001.350000000002,15725,4590,1579,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2000.2700000000004
Leap Slam,Leap Slam,15877.900000000001,24075,6754,2096,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3175.5800000000004
Chance to Bleed Support,Chance to Bleed Support,11511.45,18339,5978,1571,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2302.29
Fireball,Fireball,11475.300000000001,17348,5863,1566,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2295.0600000000004
Vaal Cyclone,Vaal Cyclone,8293.85,12574,4754,1291,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1658.77
Ice Bite Support,Ice Bite Support,11475.050000000001,18588,3747,1348,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2295.01
Vaal Double Strike,Vaal Double Strike,8143.75,12686,5279,1142,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1628.75
Vaal Domination,Vaal Domination,4276.25,8604,5576,843,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",855.25
Vaal Fireball,Vaal Fireball,7638.550000000001,11774,4854,1136,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1527.7100000000003
Vaal Cleave,Vaal Cleave,4041.8,8000,5141,757,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",808.36
Cleave,Cleave,10006.95,15125,4723,1510,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2001.39
Hextouch Support,Hextouch Support,12213.1,16367,5267,1511,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2442.62
Molten Shell,Molten Shell,15148.949999999999,23303,6287,2028,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3029.79
Vaal Venom Gyre,Vaal Venom Gyre,4000.2,7875,5010,725,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",800.04
Vaal Haste,Vaal Haste,8159.750000000002,11168,2970,1315,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1631.9500000000003
Steelskin,Steelskin,12785.05,21164,6115,2068,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2557.0099999999998
Cold Snap,Cold Snap,9469.15,14608,4086,1510,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1893.83
Cast when Damage Taken Support,Cast when Damage Taken Support,20581.750000000004,28162,11118,2323,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4116.35
Shield Charge,Shield Charge,16365.450000000003,26839,7788,1974,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3273.0900000000006
Cyclone,Cyclone,17509.499999999996,25107,5539,2222,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3501.899999999999
Decoy Totem,Decoy Totem,11021.650000000003,16641,5187,1506,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2204.330000000001
Conductivity,Conductivity,11470.349999999999,18174,4580,1773,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2294.0699999999997
Vaal Blade Vortex,Vaal Blade Vortex,8867.25,13576,4907,1309,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1773.45
Vaal Summon Skeletons,Vaal Summon Skeletons,13018.65,19484,4298,1796,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2603.73
Vaal Arctic Armour,Vaal Arctic Armour,2228.05,4517,2163,666,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",445.61
Awakened Deadly Ailments Support,Awakened Deadly Ailments Support,5794.349999999999,9309,3900,892,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1448.5874999999999
Awakened Burning Damage Support,Awakened Burning Damage Support,4725.75,7509,3099,758,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1181.4375
Lightning Conduit of the Heavens,Lightning Conduit of the Heavens,1561.55,3172,1077,376,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",390.3875
Divine Retribution,Divine Retribution,3725.6000000000004,8605,4118,923,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",931.4000000000001
Volcanic Fissure of Snaking,Volcanic Fissure of Snaking,1622.7,3159,673,875,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",405.675
Ground Slam of Earthshaking,Ground Slam of Earthshaking,3235.15,6264,2376,745,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",808.7875
Mirror Arrow of Bombarding Clones,Mirror Arrow of Bombarding Clones,1230.15,2552,715,426,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",307.5375
Spellblade Support,Spellblade Support,2772.9,5989,2108,532,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",693.225
Impending Doom Support,Impending Doom Support,4042.7000000000007,7274,2156,729,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1010.6750000000002
Blight of Contagion,Blight of Contagion,932.6500000000001,1983,833,239,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",233.16250000000002
Scorching Ray of Immolation,Scorching Ray of Immolation,1079.3500000000001,2092,733,282,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",269.83750000000003
Soulrend of the Spiral,Soulrend of the Spiral,1110.3500000000001,2277,863,271,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",277.58750000000003
Blink Arrow of Bombarding Clones,Blink Arrow of Bombarding Clones,1091.8,2085,609,429,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",272.95
Galvanic Field of Intensity,Galvanic Field of Intensity,1174.35,2239,762,324,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",293.5875
Elemental Hit of the Spectrum,Elemental Hit of the Spectrum,1586.6500000000003,3255,676,572,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",396.6625000000001
Tornado of Elemental Turbulence,Tornado of Elemental Turbulence,1470.3999999999999,2978,717,555,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",367.59999999999997
Summon Skeletons of Mages,Summon Skeletons of Mages,1171.9500000000003,2328,993,334,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",292.98750000000007
Snipe,Snipe,3955.250000000001,8356,3464,892,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",988.8125000000002
Hexblast of Contradiction,Hexblast of Contradiction,1727.9500000000003,3607,1356,446,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",431.98750000000007
Frostblink of Wintry Blast,Frostblink of Wintry Blast,2328.6,5053,2037,670,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",582.15
Double Strike of Impaling,Double Strike of Impaling,1245.75,2519,799,421,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",311.4375
Power Siphon of the Archmage,Power Siphon of the Archmage,1734.0000000000002,3579,1378,581,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",433.50000000000006
Rupture Support,Rupture Support,1925.55,4477,2100,452,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",481.3875
Spectral Shield Throw of Trarthus,Spectral Shield Throw of Trarthus,779.25,1295,1279,415,"{'Hardcore Mercenaries', 'Standard', 'Mercenaries'}",259.75
Poisonous Concoction of Bouncing,Poisonous Concoction of Bouncing,1225.75,2560,569,494,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",306.4375
Automation,Automation,7018.8,15722,5885,1634,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1754.7
Volatile Dead of Seething,Volatile Dead of Seething,1224.8000000000002,2322,746,540,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",306.20000000000005
Blade Flurry of Incision,Blade Flurry of Incision,1251.4,2367,643,556,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",312.85
Bodyswap of Sacrifice,Bodyswap of Sacrifice,1119.0,2250,762,240,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",279.75
Archmage Support,Archmage Support,7524.650000000001,14678,3422,1084,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1881.1625000000001
Volatility Support,Volatility Support,7293.799999999999,16202,5889,1205,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1823.4499999999998
Sacrifice Support,Sacrifice Support,2648.0,5514,2145,594,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",662.0
Hexblast of Havoc,Hexblast of Havoc,1174.5500000000002,2423,1143,293,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",293.63750000000005
Discharge of Misery,Discharge of Misery,1258.75,2429,859,300,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",314.6875
Soulrend of Reaping,Soulrend of Reaping,1237.8,2492,897,268,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",309.45
Incinerate of Venting,Incinerate of Venting,709.6500000000001,1440,578,222,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",177.41250000000002
Lightning Tendrils of Eccentricity,Lightning Tendrils of Eccentricity,1068.95,2071,828,290,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",267.2375
Glacial Cascade of the Fissure,Glacial Cascade of the Fissure,1330.3999999999999,2629,945,483,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",332.59999999999997
Frost Bomb of Instability,Frost Bomb of Instability,1221.65,2404,952,375,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",305.4125
Righteous Fire of Arcane Devotion,Righteous Fire of Arcane Devotion,1669.5,3435,1551,431,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",417.375
Lacerate of Haemorrhage,Lacerate of Haemorrhage,1894.7500000000002,4189,1092,478,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",473.68750000000006
Summon Carrion Golem of Scavenging,Summon Carrion Golem of Scavenging,1154.3,2235,832,366,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",288.575
Ball Lightning of Orbiting,Ball Lightning of Orbiting,1630.6000000000001,3485,1262,409,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",407.65000000000003
Cold Snap of Power,Cold Snap of Power,1514.6000000000001,2983,1186,440,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",378.65000000000003
Focused Channelling Support,Focused Channelling Support,148.04999999999998,245,196,245,"{'Hardcore Mercenaries', 'Standard', 'Mercenaries'}",49.349999999999994
Raise Zombie of Falling,Raise Zombie of Falling,1181.1999999999998,2279,934,337,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",295.29999999999995
Expert Retaliation Support,Expert Retaliation Support,2476.5,5821,2526,547,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",619.125
Blade Trap of Greatswords,Blade Trap of Greatswords,864.95,1655,533,343,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",216.2375
Summon Raging Spirit of Enormity,Summon Raging Spirit of Enormity,1545.15,3016,1110,487,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",386.2875
Rain of Arrows of Artillery,Rain of Arrows of Artillery,1435.1000000000001,2729,937,606,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",358.77500000000003
Animate Weapon of Self Reflection,Animate Weapon of Self Reflection,1029.75,1934,569,570,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",257.4375
Summon Ice Golem of Shattering,Summon Ice Golem of Shattering,995.9000000000001,1796,419,480,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",248.97500000000002
Puncture of Shanking,Puncture of Shanking,1033.4,2158,717,307,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",258.35
Blink Arrow of Prismatic Clones,Blink Arrow of Prismatic Clones,1179.6499999999999,2348,796,480,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",294.91249999999997
Summon Chaos Golem of Hordes,Summon Chaos Golem of Hordes,1208.5,2302,870,399,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",302.125
Void Sphere of Rending,Void Sphere of Rending,1260.2,2519,858,289,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",315.05
Galvanic Arrow of Energy,Galvanic Arrow of Energy,959.1500000000001,1773,567,382,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",239.78750000000002
Storm Rain of the Conduit,Storm Rain of the Conduit,1489.65,2802,874,668,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",372.4125
Cyclone of Tumult,Cyclone of Tumult,1464.4499999999998,2924,795,512,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",366.11249999999995
Frost Bomb of Forthcoming,Frost Bomb of Forthcoming,1176.1000000000001,2261,909,324,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",294.02500000000003
Essence Drain of Wickedness,Essence Drain of Wickedness,1024.4,1972,760,299,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",256.1
Bladefall of Volleys,Bladefall of Volleys,1293.8000000000002,2600,862,592,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",323.45000000000005
Mirror Arrow of Prismatic Clones,Mirror Arrow of Prismatic Clones,1248.65,2403,664,497,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",312.1625
Storm Brand of Indecision,Storm Brand of Indecision,1675.45,3285,1243,459,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",418.8625
Seismic Trap of Swells,Seismic Trap of Swells,1214.6499999999999,2281,573,501,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",303.66249999999997
Summon Stone Golem of Safeguarding,Summon Stone Golem of Safeguarding,1190.45,2247,528,630,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",297.6125
Blade Blast of Unloading,Blade Blast of Unloading,1161.8500000000004,2215,798,567,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",290.4625000000001
Summon Carrion Golem of Hordes,Summon Carrion Golem of Hordes,1209.3000000000002,2424,956,334,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",302.32500000000005
Dual Strike of Ambidexterity,Dual Strike of Ambidexterity,1744.4,3503,953,703,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",436.1
Stormbind of Teleportation,Stormbind of Teleportation,1163.75,2232,758,297,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",290.9375
Sunder of Trarthus,Sunder of Trarthus,999.4499999999999,1660,1636,423,"{'Hardcore Mercenaries', 'Mercenaries'}",499.72499999999997
Chain Hook of Trarthus,Chain Hook of Trarthus,1487.55,2476,2462,413,"{'Hardcore Mercenaries', 'Mercenaries'}",743.775
Heavy Strike of Trarthus,Heavy Strike of Trarthus,1164.75,1936,1915,420,"{'Hardcore Mercenaries', 'Mercenaries'}",582.375
Wave of Conviction of Trarthus,Wave of Conviction of Trarthus,731.55,1213,1187,425,"{'Hardcore Mercenaries', 'Mercenaries'}",365.775
Spectral Helix of Trarthus,Spectral Helix of Trarthus,1439.3999999999999,2394,2374,419,"{'Hardcore Mercenaries', 'Mercenaries'}",719.6999999999999
Spectral Throw of Trarthus,Spectral Throw of Trarthus,1506.8999999999999,2504,2474,429,"{'Hardcore Mercenaries', 'Mercenaries'}",753.4499999999999
Ethereal Knives of Lingering Blades,Ethereal Knives of Lingering Blades,1338.8999999999999,2498,858,633,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",334.72499999999997
Eye of Winter of Finality,Eye of Winter of Finality,1298.3000000000002,2545,1038,444,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",324.57500000000005
Summon Skeletons of Archers,Summon Skeletons of Archers,1090.95,2162,941,305,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",272.7375
Shrapnel Ballista of Steel,Shrapnel Ballista of Steel,1205.6,2276,587,537,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",301.4
Animate Weapon of Ranged Arms,Animate Weapon of Ranged Arms,1023.3000000000002,1952,625,465,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",255.82500000000005
Lancing Steel of Spraying,Lancing Steel of Spraying,1490.1000000000004,3016,786,364,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",372.5250000000001
Decay Support,Decay Support,5067.900000000001,7932,1912,705,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1266.9750000000001
Cremation of Exhuming,Cremation of Exhuming,1255.0,2372,766,506,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",313.75
Arc of Oscillating,Arc of Oscillating,1363.95,2647,1124,345,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",340.9875
Barrage of Volley Fire,Barrage of Volley Fire,1407.95,2729,761,552,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",351.9875
Lightning Tendrils of Escalation,Lightning Tendrils of Escalation,929.8500000000001,1768,675,250,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",232.46250000000003
Volatile Dead of Confinement,Volatile Dead of Confinement,1281.8500000000004,2518,719,503,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",320.4625000000001
Lightning Arrow of Electrocution,Lightning Arrow of Electrocution,1772.1999999999998,3353,1074,700,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",443.04999999999995
Burning Arrow of Vigour,Burning Arrow of Vigour,1378.0,2618,648,565,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",344.5
Bladefall of Impaling,Bladefall of Impaling,1065.45,2005,631,415,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",266.3625
Blade Vortex of the Scythe,Blade Vortex of the Scythe,1425.2500000000002,2710,701,588,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",356.31250000000006
Blade Blast of Dagger Detonation,Blade Blast of Dagger Detonation,1168.75,2231,768,550,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",292.1875
Cremation of the Volcano,Cremation of the Volcano,1355.65,2784,929,510,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",338.9125
Blade Trap,Blade Trap,5113.300000000001,9648,3435,1053,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1278.3250000000003
Corrupting Cry Support,Corrupting Cry Support,2492.0,5221,2189,572,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",623.0
Summon Reaper of Eviscerating,Summon Reaper of Eviscerating,980.7000000000002,1906,764,275,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",245.17500000000004
Spellslinger,Spellslinger,7227.0,12320,3810,1314,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1806.75
Trauma Support,Trauma Support,2583.6000000000004,5350,2112,556,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",645.9000000000001
Frigid Bond Support,Frigid Bond Support,2148.5,4488,1839,486,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",537.125
Lightning Spire Trap of Overloading,Lightning Spire Trap of Overloading,920.0,1759,714,274,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",230.0
Wild Strike of Extremes,Wild Strike of Extremes,1195.95,2350,838,388,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",298.9875
Frozen Legion of Rallying,Frozen Legion of Rallying,1132.9499999999998,2081,475,584,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",283.23749999999995
Tornado Shot of Cloudburst,Tornado Shot of Cloudburst,1792.15,3341,1008,698,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",448.0375
Spark of the Nova,Spark of the Nova,1961.0500000000002,3963,1447,585,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",490.26250000000005
Explosive Concoction of Destruction,Explosive Concoction of Destruction,1875.2499999999998,3494,1053,689,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",468.81249999999994
Purifying Flame of Revelations,Purifying Flame of Revelations,1312.3500000000001,2671,909,298,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",328.08750000000003
Flicker Strike of Power,Flicker Strike of Power,1759.4,3427,1128,675,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",439.85
Ice Trap of Hollowness,Ice Trap of Hollowness,1235.5,2356,579,482,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",308.875
Frenzy of Onslaught,Frenzy of Onslaught,1963.0500000000004,3775,941,789,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",490.7625000000001
Absolution of Inspiring,Absolution of Inspiring,1772.5500000000002,3224,1346,620,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",443.13750000000005
Contagion of Subsiding,Contagion of Subsiding,932.95,1811,758,257,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",233.2375
Lightning Strike of Arcing,Lightning Strike of Arcing,2141.8500000000004,4205,1011,807,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",535.4625000000001
Shattering Steel of Ammunition,Shattering Steel of Ammunition,1389.35,2677,845,514,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",347.3375
Viper Strike of the Mamba,Viper Strike of the Mamba,2577.3,5511,1398,763,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",644.325
Lacerate of Butchering,Lacerate of Butchering,1430.0,2958,1407,479,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",357.5
Artillery Ballista of Focus Fire,Artillery Ballista of Focus Fire,1216.5500000000002,2361,801,578,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",304.13750000000005
Artillery Ballista of Cross Strafe,Artillery Ballista of Cross Strafe,1066.85,2091,624,441,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",266.7125
Incinerate of Expanse,Incinerate of Expanse,942.0500000000001,1850,754,294,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",235.51250000000002
Dark Pact of Trarthus,Dark Pact of Trarthus,1353.1499999999999,2251,2234,416,"{'Hardcore Mercenaries', 'Mercenaries'}",676.5749999999999
Bladefall of Trarthus,Bladefall of Trarthus,2502.75,4166,4145,420,"{'Hardcore Mercenaries', 'Mercenaries'}",1251.375
Blast Rain of Trarthus,Blast Rain of Trarthus,1098.1499999999999,1825,1803,421,"{'Hardcore Mercenaries', 'Mercenaries'}",549.0749999999999
Storm Call of Trarthus,Storm Call of Trarthus,1322.55,2199,2178,420,"{'Hardcore Mercenaries', 'Mercenaries'}",661.275
Protective Link,Protective Link,4407.05,8537,3474,866,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1101.7625
Siege Ballista of Splintering,Siege Ballista of Splintering,1323.35,2481,619,587,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",330.8375
Icicle Mine of Sabotage,Icicle Mine of Sabotage,1232.2500000000002,2441,1046,437,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",308.06250000000006
Pinpoint Support,Pinpoint Support,4190.599999999999,7373,2275,752,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1047.6499999999999
Stormbind,Stormbind,5747.9,10302,3592,1028,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1436.975
Toxic Rain of Sporeburst,Toxic Rain of Sporeburst,1522.5500000000002,2857,1016,624,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",380.63750000000005
Eye of Winter of Transience,Eye of Winter of Transience,1211.9,2440,1115,386,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",302.975
Forbidden Rite of Soul Sacrifice,Forbidden Rite of Soul Sacrifice,1449.2500000000002,2780,962,399,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",362.31250000000006
Flameblast of Contraction,Flameblast of Contraction,946.65,1836,660,279,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",236.6625
Perforate of Bloodshed,Perforate of Bloodshed,1427.15,2631,943,583,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",356.7875
Glacial Hammer of Shattering,Glacial Hammer of Shattering,1775.8,3297,1143,610,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",443.95
Galvanic Arrow of Surging,Galvanic Arrow of Surging,947.3499999999999,1776,520,420,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",236.83749999999998
Divine Ire of Disintegration,Divine Ire of Disintegration,1019.8000000000001,1955,785,264,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",254.95000000000002
Autoexertion,Autoexertion,5710.8,12708,5281,1215,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1427.7
Siege Ballista of Trarthus,Siege Ballista of Trarthus,2253.9,3750,3724,425,"{'Hardcore Mercenaries', 'Mercenaries'}",1126.95
